user_id,id,playcount,rating,genre,name,artist
user_00002,3fhYAsNRR99ETnqrBZdAy0,26,3.4,latin,CORLEONE INTERLUDE,Tainy
user_00002,3q8Uyfo98yoEqByamJOIkJ,22,3.4,hiphop,Money (feat. Juice WRLD & Nicki Minaj),Young Thug
user_00002,3JZvgVlQbe0dt7cSpPa1qQ,26,3.0,latin,Recuerdos de Amor (Lembrancas de Amor) - Si Fuera Mia,Carlos Rivera
user_00002,5MffAkbuTPBqRdPuPzaEb5,14,3.5,rnb,Smoking on my Ex Pack,SZA
user_00002,2ZKB2c2R5pWjRJoRbpL0mR,24,3.2,edm,Hypnotize,Alesso
user_00002,7GTcDc2PEmRoWcW19tqjRJ,10,1.7,pop,Heaven Without You,Alex Warren
user_00002,5K3SJuYEkvvrLbzOjPyRi1,49,4.5,rnb,HELLGIRL,Ari Abdul
user_00002,0fRcFAYeV3KXMufG8q1yBI,26,3.3,kpop,WHIPPIN',BAEKHYUN
user_00002,62rXTgGmOsUBiIr10BHlTw,22,3.0,rnb,Clasicos de Antes,Jamby El Favo
user_00002,0bjgQ24UZGwKikldIyEOgf,10,1.7,hiphop,Something Special,Pop Smoke
user_00002,6Z3N8VNcj4z6xIgMmdMZ0l,16,2.8,rock,Goin' High,The Poles
user_00002,4NHXOCiSoFcbPkT1NZOChb,24,2.7,jazz,Maybe You Think,Vincent Ingala
user_00002,2TF8s1A5ncPQIREic3gwXn,27,3.2,indie,a little of myself,Balance And Composure
user_00002,2lJFv2tSELAN1IrLl1zu7y,24,2.8,rnb,All I Need Is You,Chris Janson
user_00002,0z5x3VmmQ7cyTeOP7VAf3T,21,3.2,indie,The Car,Arctic Monkeys
user_00002,365fchCf6KIm5uEbEGplKz,17,3.0,indie,Hymn Of Heaven,Phil Wickham
user_00002,72Y8v9ZjNI8mkCvqpUiaBO,23,2.7,pop,Spring Into Summer,Lizzy McAlpine
user_00002,1NBQUtKSQdu7Nlw2isLxAV,12,3.2,indie,Real Man,beabadoobee
user_00002,1jpXMlIkeTcTRZW1nYnfIZ,29,3.1,edm,Chasing Stars (feat. James Bay) [VIP Mix],Alesso
user_00002,1RkPqBGgFNPxdzlGD2Ar0m,24,3.3,hiphop,Kriminel,Mach-Hommy
user_00002,1m8tJpVPGmbB9YXGlh7fPP,23,3.5,kpop,iNSTEAD!,Xdinary Heroes
user_00002,1JOTRFuhE8MwBGplStW95c,26,3.0,rock,Somebody Prayed,Crowder
user_00002,6TgzG2TJhmdUsFfI88aIwX,27,2.9,jazz,Freshly Squeezed,Berezy
user_00002,3flgdcFBWI84DPi4s1jhhd,30,3.5,indie,Sad Disco (Pine Studios),flipturn
user_00002,6N6Sagy5jvDDUh9lfWrgJ1,18,3.1,edm,Gospel Song,Rhett Walker
user_00002,6vu5xJWIvukCK8cwBXOOj0,21,2.8,pop,Living In A Haze,Milky Chance
user_00002,4F2NudCv50tC2Bqc3dgn9v,23,3.4,edm,Angel's Rest,NEEDY GIRL OVERDOSE
user_00002,2vmfvSoZBFAt9hhRoEByLi,46,4.7,latin,Volvi,Aventura
user_00002,4P9yQ3aInRsEYdiU2yUNh5,24,3.0,edm,Deep Blue - Nurko Remix,William Black
user_00002,3f9SWkabRYCU8jLZdEUpWD,21,3.1,latin,EMOJI,RONNY J
user_00002,1uFAI2C6r3YBQmXCAPGzZv,15,2.8,latin,CORCEGA,Mora
user_00002,1oULKNG41Cu2fVuKlPSmAH,25,2.8,indie,Broke My Heart - Champion Remix,Caribou
user_00002,3wC2GeJd3Ar4Wi1u5G7FUR,19,2.5,ipop,Gemintang Hatiku,Tiara Andini
user_00002,1GEGKdhnYoQYZ2cvbo5XPM,26,3.0,rock,All Shook Up,Elvis Presley
user_00002,6n34jbkouwvozFE8gT6FAd,3,1.3,jazz,Why We Speak [Feat. Q-Tip & Esperanza Spalding],Robert Glasper
user_00002,2dglR5ZrKa4rGk6a2zsDKh,26,2.6,edm,Slice of Sunshine (with Claire Wright),Shwayze
user_00002,3hU1uChF4R0VygUNjcYOJb,18,3.3,pop,Vida Encontre,Majo y Dan
user_00002,78LMazmfqncADjyJVae8dN,26,3.1,indie,i miss u (with Au/Ra),Jax Jones
user_00002,5kVXjAxYDkN57tZQi0JKya,27,3.3,edm,My High,Disclosure
user_00002,3RIDQ0NiYcV896kb0mWz3k,20,2.8,rnb,Know me,GEMINI
user_00002,7iqQz931tn59mK6IZ3knRx,37,4.8,pop,Living Legend,Lana Del Rey
user_00002,65KCr27ClBhG807dNurqU2,15,3.1,indie,life got crazy,mike.
user_00003,275YNZEcI6UKFU7hO1kzKX,11,2.9,hiphop,Les Contes d'Hoffmann: Barcarolle,Jacques Offenbach
user_00003,5kSaHTTJpneyJta1cCR0Nt,2,1.4,classical,Gleam,Simeon Walker
user_00003,1ELNS8NrFcGEsQ99OHQla4,29,2.8,hiphop,2L8,Ryan Oakes
user_00003,4G3PTss3mU33Tau7t4KbwE,30,2.7,latin,Headaches,Raveena
user_00003,40l6mv0G0g36LJuCjJwAOt,12,2.5,jazz,O Barquinho,Joao Gilberto
user_00003,5YoOriBHc6Ek9v5nJtbgzX,18,2.9,classical,"Celes's Theme (From ""Final Fantasy VI"")",Nobuo Uematsu
user_00003,5SgCCQLMpqNgiVgXJikDfg,3,2.0,classical,Tonight We Dance,Vicetone
user_00003,0LUG9jzDNXcIdIWeSx9g2C,25,3.3,latin,LA CYBER,Nicky Jam
user_00003,3nClCcBmn9NnrRQkQTkx1J,30,2.7,indie,"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club
user_00003,4d4ZXH4dr5bYfgErHiZCX2,31,4.9,latin,La Dificil,Bad Bunny
user_00003,4w9dTbEcJx8uBTxGvUYC0h,27,3.4,hiphop,Self Righteous,Bryson Tiller
user_00003,2N9oAVJZxWj1t3OzRcCSeg,23,2.9,rnb,Low Key (Bonus),Sleepy Hallow
user_00003,2xKYaYtshnGOcyfgEZpKkj,10,1.2,classical,"Beethoven: Beethoven: Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",Ludwig van Beethoven
user_00003,2GCgo6ZOGVGh4n4BUfRGOq,16,3.3,rnb,Walking Dead,YoungBoy Never Broke Again
user_00003,4rKwvkw0x1K3I9dr5lwRhg,18,2.9,pop,Ain't No Cure,Gavin Adcock
user_00003,5RqSsdzTNPX1uzkmlHCFvK,34,4.7,latin,BEAUTIFUL BOY,KAROL G
user_00003,3wnmZJTO8N6h16Zc7RfQoT,17,3.2,kpop,Dopamine(UNIS Ver.),UNIS
user_00003,59DxXc2Y0Pwre0TgnZpsQd,19,3.2,indie,Valerie,TV Girl
user_00003,1huYgJoq2kWm6bkLm0tGma,15,3.0,indie,Underdressed,Gable Price and Friends
user_00003,1NUMHB28RsUmDhpSPgDf1z,5,1.9,classical,Little Bit Of Your Light,Vicetone
user_00003,45iGRXCABRBECotYkb8rZH,25,3.0,edm,Aloha,Maluma
user_00003,6cLrGfKIIRHYQw7S0mCDhA,30,3.0,edm,All That Really Matters (feat. Teddy Swims) - Ilan Bluestone & Maor Levi Remix,ILLENIUM
user_00003,1XHTJ2n4ajw9dDzuPGY4Rm,10,1.8,rock,Recuerdo,Ricky Martin
user_00003,3d5eu5ciBKSU9ZpjRL4RWY,17,3.4,latin,Lo Siento BB:/,Tainy
user_00003,4Hqh0dS4x07zuRw6eBTO7p,11,2.8,rnb,Scared 2 Be Lonely,Lil Tjay
user_00003,5gzEL5O1ubbtIHUhLkSMTz,14,2.5,hiphop,Jay & Twan 2,Tee Grizzley
user_00003,1C2P1QRhkrAQHTq3j1YfM1,26,3.4,kpop,SHE'S THE BOSS,THE BOYZ
user_00003,5fZVPAWdFrPmqFZ4eZPjob,27,2.9,edm,This Feeling,Vintage Culture
user_00003,6MnmCvMN8VXzCC39Bgw0Gk,27,2.6,edm,Never Enough,Disclosure
user_00003,3S02YEgOBrf2pCD36VrOcf,24,2.9,pop,Sweater Weather,Myles Smith
user_00003,0UqKPaKqC3tWU4o8BB7owl,23,2.8,indie,All We Ever Do Is Talk,Del Water Gap
user_00003,2aOG6jVZnTqZwEhjGTcFMM,19,2.9,rnb,Stressed - A COLORS SHOW,Doechii
user_00003,6fAsiaheQRjXUYaNTzK879,14,3.1,indie,DRIVES,James Tillman
user_00003,6VeHr13UYV3pzCW6vJxBGF,26,3.1,classical,"Rachmaninov: 6 Moments musicaux, Op. 16: No. 4 in E Minor",Sergei Rachmaninoff
user_00003,3obXpttOfXMta7CeMnOXez,8,1.6,classical,Sunday Morning,Becky Ainge
user_00003,1ioBY89B2OmRRO9sPrClGw,9,1.2,classical,Briar Bush,Dave Brubeck
user_00003,38W7Dc1FqHiYgqWpoxrBd1,29,2.6,hiphop,Deep Reverence (feat. Nipsey Hussle),Big Sean
user_00003,33zlW22yOTjdRB1X7SRdzU,14,3.0,rnb,11:30:00,Duckwrth
user_00003,5sdQOyqq2IDhvmx2lHOpwd,31,4.7,kpop,Beautiful Restriction,NewJeans
user_00003,7fhiGdj0nn0ZCmIAocG8G0,29,2.8,indie,Adventure Is Out There,AJR
user_00003,1zJkWig0QfNBsH79SKjE9p,30,3.3,latin,My Space,Don Omar
user_00003,49IQgW2viYSQuRuBao1QJo,18,3.4,rnb,wyd,chiabiee
user_00003,6MO2bfLHKykUgCChFdw91H,23,3.1,rnb,Paradise (feat. Yung Bleu),H.E.R.
user_00003,6oncZD029jlvvZKl60V8KR,13,2.5,rnb,Lifted By Clouds,Nolan Khan
user_00003,1m5O3VNj0yGcZdzg5NxMCF,21,3.2,jazz,Duende,flacneur
user_00003,6xiWbjsJD3pBKdM8tH46qH,20,2.6,kpop,Just as usual,EXO
user_00003,4xmg82NG7pGPp0UQBJpwHr,12,3.1,indie,i don't dance,I Hate Myself Because
user_00003,0ZflVxcHweYxD4Dm5xt6KS,25,2.5,edm,Work It,VOLAC
user_00003,2khrbeiEg5R6jZwbJzR5OL,25,2.6,indie,Delicate Weapon,Grimes
user_00003,61DCOyB7q0eJ3lZSCsIizt,10,1.2,hiphop,Featherweight - Prison Tapes,Tory Lanez
user_00003,0y2KEjIeEWPK0UUEwkdUJ7,19,3.4,hiphop,Where Ya Bih @,Moneybagg Yo
user_00003,2N5cFPLy0TIasTWkfT1hri,14,3.2,edm,BOTH,Tiesto
user_00003,4l45n1chzAV6LFVCxvddYD,13,3.4,classical,American Idiot - Piano Version,Henry Smith
user_00003,2m0rgXMm37XwkwjDM5QLBv,17,2.6,latin,BELICO,Pirlo
user_00003,3qG7f9RleNSkOcJgDcXxhB,5,1.0,rock,That Was Yesterday - 2017 Remaster,Foreigner
user_00003,4mMtn8zhy4IaOwzNCgSbCT,10,1.9,kpop,WAY 4 LUV,PLAVE
user_00003,4TMVuENexY9u0083CqMphE,10,1.2,kpop,HIJACK,WOODZ
user_00003,0r5LRB6JUYbhzvJ7Ta5omm,7,1.7,jazz,Song For Fraser,Kamasi Washington
user_00003,7wnmLScYurZbketCXxyWBw,26,3.1,rnb,Hypnodancer,Little Big
user_00003,7zNwTxHeXHTJ8hUkFMGx1U,22,2.5,indie,Idea of Her,Cavetown
user_00003,0VjP1Lm6NkbsF5Icvu5rY5,15,3.3,kpop,FOMO,HWASA
user_00003,2t4H61OtTYgmDe61KxkjKH,40,4.5,hiphop,Ain't No Love,Future
user_00004,3OZAbbsnsmGmS3dhZIKnHa,11,3.5,jazz,O Estrangeiro,Twit One
user_00004,7fzN9lz890zav0HERLvVKZ,36,4.6,hiphop,alotta cake,Gunna
user_00004,5AqI13o6VzztZEPhFR4mhv,30,3.4,kpop,Tell me now,Brave Girls
user_00004,5qFxwk3aRCzq0U8HKLfWRB,26,3.0,edm,Tangerine Rays (feat. Bea Miller),Zedd
user_00004,7hC1pSoxiMsK5pUqZGiyrV,17,3.2,jazz,Luminary,Joel Sunny
user_00004,3BIBnyt40zWjPCNqRyGwPp,16,3.4,indie,This Side of Paradise,Coyote Theory
user_00004,0FEk8LwY8h4rAR63ggfhV0,21,3.4,edm,Pump It Louder,Tiesto
user_00004,4Xr4BnUzc6jBQJJGngZrur,14,2.5,edm,Fade to Black,Benny Benassi
user_00004,19HdxwjuhFbN3trAA6EHYJ,24,3.1,latin,neverletyougo,ROLE MODEL
user_00004,6jPVyjPqp2BNUJnDSwm8tK,26,3.0,latin,VAGABUNDO,Sebastian Yatra
user_00004,6dl2qQDdT9Xl7cuixvij2M,16,3.0,indie,Into The Mystery,NEEDTOBREATHE
user_00004,5izY7hVmO6F17Le3TRtO4M,10,1.3,jazz,Does Heaven Even Know You're Missing?,Nickelback
user_00004,5jYkyOIoEeWZobedmHM50N,17,3.3,pop,Susie Save Your Love,Allie X
user_00004,3FR2w9O5i9q3unY3gyjq6E,14,3.0,rock,Witch's Spell,AC/DC
user_00004,3z9AA2p7kCDX8Ds8Donb7l,30,2.9,rock,Falling Stars,Stick Figure
user_00004,6wvl4xyrmllgSXlHMLUAPo,20,3.0,latin,Presidente,Hades66
user_00004,5wzVRwT7LAUmafyhGLoUL7,30,2.8,rock,Guess We'll Never Know (feat. Colbie Caillat),Mitchell Tenpenny
user_00004,4ZPNGLtydYARKP681L3TAF,23,2.8,indie,Day After Tomorrow,Phoebe Bridgers
user_00004,3H2r4ehkPyW0cW7Kc75gTJ,13,3.3,latin,Sundew,Satyr
user_00004,53sXJ3GstoyTGSlJkAZ9re,21,3.4,kpop,Burning Up (feat. R3HAB),MONSTA X
user_00004,4VXxMNuT0hEzRL4R4YA7Ib,11,2.7,rnb,God Body (feat. Smino),Lucky Daye
user_00004,6Ab81Bs9fcOwaTYuBsUUpI,14,3.0,hiphop,Can I Leave Me Too?,The Greeting Committee
user_00004,0TAHhMjG17P5pzlSm1sgSl,25,2.7,indie,Funky Galileo,Sure Sure
user_00004,0kswxxNV4DLBqJeMIqFh5n,20,3.0,hiphop,Rick & Morty,Soulja Boy
user_00004,5aZ9mfnT8jp3ZdrMQaF76j,26,2.6,rock,Set Fazers,Skindred
user_00004,3IaxObCWKEaGtIT78GsEpP,24,3.2,hiphop,WUNNA FLO (feat. Yak Gotti),Gunna
user_00004,7Mj1kQLaqu6Rr6rwAIJQQh,21,3.3,kpop,Lo Que un Hombre Deberia Saber,Ha Ash
user_00004,7kSf3P5NdSZKU3q2LSzpg8,5,1.9,jazz,safran.baby,Athletic Progression
user_00004,5rGMxvUu4su0Vg3BaV9BGe,21,2.5,kpop,Back In Time (The Moon during the Day X K.will),K.Will
user_00004,46haIwbQpVUkpAQj9V84Gp,13,2.9,indie,La Leyenda Del Hada Y El Mago,Rata Blanca
user_00004,48AcCsCKu5TcIWxna0xaPq,18,3.2,edm,ON FIRE,JOYRYDE
user_00004,3x4zjXFmEHJk3H4r8xySev,29,3.5,hiphop,Feelin' Like Tunechi,Lil Wayne
user_00004,68WU8PnAO2EajCfL1s7TIL,17,2.7,classical,Catrin (the city),Fred again..
user_00004,5muvTIggjMuj1Teiv2PU7C,20,2.5,indie,Nissan Pathfinder,Indigo Waves
user_00004,7umNRgkjLJEnGF8Iq8f2rI,28,2.5,latin,Two Oruguitas,Sebastian Yatra
user_00004,1OOiw7ttMNKjp8BTeH2QaV,23,2.7,latin,TAJIN,Becky G
user_00004,2hVZIMjwyAWegOM0795wYx,22,3.0,rock,Good Dogs,Jameson Rodgers
user_00004,2mltIbKkhQqyh8gCzaqxqA,15,3.1,rnb,Bury Me in Georgia - Single Edit,Kane Brown
user_00004,5o5WaO9pzPhXSGIrTIYVce,13,2.8,rnb,Us Without Me,grentperez
user_00004,5aVHwG3dLQVOGEt77hm27c,12,2.6,latin,Love Is Ugly (Feat. Hwa Sa),Jay Park
user_00004,3hfb0K2rRK0HDhjNbi95Xj,28,2.8,latin,Mamita Rica,Kenia OS
user_00004,5jjZikDrEd0by1o7V3fO4y,19,3.1,indie,Pull Me Through,Royal Blood
user_00004,7qBT9qcbtkLqrfm9LiTNB4,20,3.4,pop,Under The Sun,Cuco
user_00004,3WBRfkOozHEsG0hbrBzwlm,26,3.5,edm,Knock Yourself Out XD,Porter Robinson
user_00004,50CXGLOqdsztp42DuJmJ8k,14,3.3,hiphop,Workin On Me,Russ
user_00004,6dLeXuQOpYdn9mU3VM73eO,18,3.1,edm,Are You Happy Now,R3HAB
user_00004,3BrWLBC4WYx393yRUOlTih,12,3.1,pop,Words I Used,The Backseat Lovers
user_00004,3ZyXEtSttf7bDS7hpgFr8n,11,3.3,edm,MILAMORES,Sofia Reyes
user_00004,1sVm0BuqORY7fdazHTCS3K,26,3.3,kpop,best me i can,Gareth.T
user_00004,2L7Fd4XIh0uxgqYoFt1pT3,16,3.2,latin,NO PARE - REMIX,NATTI NATASHA
user_00004,0TtvdE2beN4abriNlNBlpJ,18,3.3,hiphop,Went to Rehab and All I Got Was This Lousy T-Shirt,$uicideboy$
user_00004,3SpgVxU0XD36PbECvAl9z6,21,2.7,rock,Judas Mind,Seether
user_00004,2gpwaAJnSDTevgZa4uyM0H,25,3.3,kpop,Fancy - Spotify Singles,STAYC
user_00004,2wZtRh3I3JYPODpL4c07ZC,19,3.4,rock,Somebody To Love - Remastered 2011,Queen
user_00004,6f4WfdafzQW0189yvQAJxZ,18,2.9,hiphop,I Knew It (feat. Gucci Mane & CBE),Kodak Black
user_00004,0bTiLwSo2xmhA6BcCXTOkx,22,3.3,hiphop,ATL Freestyle,6LACK
user_00004,58jecLK0epwMLr9cy5vFUy,21,3.2,edm,Reckless (with Mi˜),Gryffin
user_00004,5fkeqHCA1Svth3UlarqQCL,12,3.3,edm,Dust,Galantis
user_00004,40SLOHt9f4Lny5xQfw1Yjs,4,1.8,jazz,Sunday,Screen Jazzmaster
user_00004,38iBrrbbXyWaSPkmuDNgjZ,24,3.0,hiphop,She's Lookin' For Me,Kid Cudi
user_00004,3ITiZ7MiBhQ4yCYrWpHhVK,10,1.9,indie,Cellphone,Old Mervs
user_00004,44G9fSM6qI8zRoG6Qwn3eq,18,2.8,pop,"Something About You - 7"" Version",Level 42
user_00004,1winmqK6HKElJ7q01kxDwj,18,3.2,rock,Remember When,Chevelle
user_00004,2Purw8ZAANLan4cMqsKVp7,11,2.6,kpop,Empires,Rogue
user_00004,2NIBaWXdjaTDmytjjwbEfP,18,2.7,pop,Treacherous (Taylor's Version),Taylor Swift
user_00004,4nK9SO9L1fth9T4lGnbXzZ,14,3.3,classical,summer fades away (From Somewhere Quiet Rework),Kyle McEvoy
user_00005,4XxfOvudrnBRdlgzEaq1sd,41,4.8,pop,G.O.A.T.,Diljit Dosanjh
user_00005,08kTa3SL9sV6Iy8KLKtGql,18,3.0,indie,Kasoor,Prateek Kuhad
user_00005,5HP4voTz7UAxkbdAeop5CO,22,2.8,edm,Empty Sky,DESERT STAR
user_00005,0lDQyQYmKzE0er8Ci8mIWQ,10,1.5,kpop,Special,Tech N9ne
user_00005,79NvZJqE6LoUGP8MPSIwjd,8,2.0,classical,Godzilla Theme,Akira Ifukube
user_00005,29tLKguTMysoFejk0qNjap,14,3.3,hiphop,What's Da Bizness,Young Dolph
user_00005,1NKpQ4bVY4rsTdUl7f4Cp7,3,1.1,edm,Our Song,Morgan Page
user_00005,6GrGYZbYt9Yq8R5aiSWZ0j,20,3.0,latin,Prohibidox,Feid
user_00005,09C4Zb4zlQNLWg2fF7OI0h,15,2.8,jazz,Canzone jazz latina e spagnola,Trattoria Italiana
user_00005,7HDi1OFGcmzxhaT6px7zyT,28,2.8,indie,Clique,YONAKA
user_00005,7xsZCOPVVcZTVQ36PvCpN5,24,2.7,hiphop,IDGAF 2,Lil Peep
user_00005,5GVPVxgdgTKJFxSxLVIw1A,23,3.3,indie,People Watching,Conan Gray
user_00005,0sfdiwck2xr4PteGOdyOfz,10,1.4,rock,Demon Fire,AC/DC
user_00005,0Ntau8cz6Cp2HDZOt7yORF,26,3.1,rock,The Moment of Joy,Jiri Horak
user_00005,5fTra3uyGOXtS5kYILFGpd,30,2.5,jazz,Power to Choose,Emilie Schii¸tt
user_00005,5VuErpVJ4tJTbxIeb2g95t,22,3.4,edm,Long Way Home,Tritonal
user_00005,2NjbJR8y083mOV59255QSe,21,3.3,ipop,Nanti Kita Seperti Ini,Batas Senja
user_00005,2Fls8fMOrHwJRXFw5cODTb,22,2.5,rnb,Spring of Life,Daniel Garcia Trio
user_00005,2Hq30cZApR0ZUXSVlFbhrk,16,2.5,hiphop,Enjoy Yourself (feat. Burna Boy) - Remix,Pop Smoke
user_00005,5mPuQwzVR3E7N43FxBBljc,15,2.7,latin,Monastery,Ryan Castro
user_00005,4NpFdj4CHgVSoQ32yHVmNL,15,2.8,pop,FAR AWAY II (feat. A Boogie Wit da Hoodie & JID),Jessie Reyez
user_00005,7I9YFbEsvtYfAnR7MEdSCi,6,1.8,jazz,Panacea Park,Shierro
user_00005,2qcLLzq1deFSABxoqWFGdi,12,3.3,latin,Nassau,Shakira
